"include","gs_name","gs_cat","gs_subcat","n_genes","matched_whitelist_pattern","gs_description","notes"
TRUE,"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","C2","CP:REACTOME",75,"CYCLIN; CDK","Cyclin A:Cdk2-associated events at S phase entry",""
TRUE,"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1","C2","CP:REACTOME",47,"CYCLIN","Cyclin D associated events in G1",""
TRUE,"REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS","C2","CP:REACTOME",25,"APOPTOS","Defective Intrinsic Pathway for Apoptosis",""
TRUE,"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","C2","CP:REACTOME",29,"MTOR","Energy dependent regulation of mTOR by LKB1-AMPK",""
TRUE,"REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES","C2","CP:REACTOME",166,"EPIGEN","Epigenetic regulation by WDR5-containing histone modifying complexes",""
TRUE,"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES","C2","CP:REACTOME",134,"EPIGEN","Epigenetic regulation of gene expression by MLL3 and MLL4 complexes",""
TRUE,"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING","C2","CP:REACTOME",13,"ERBB; RB","ERBB2 Activates PTK6 Signaling",""
TRUE,"REACTOME_ERBB2_REGULATES_CELL_MOTILITY","C2","CP:REACTOME",15,"ERBB; RB","ERBB2 Regulates Cell Motility",""
TRUE,"REACTOME_ERKS_ARE_INACTIVATED","C2","CP:REACTOME",13,"ERK","ERKs are inactivated",""
TRUE,"REACTOME_EXTENSION_OF_TELOMERES","C2","CP:REACTOME",51,"TELOMERE","Extension of Telomeres",""
TRUE,"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","C2","CP:REACTOME",87,"MAPK","FCERI mediated MAPK activation",""
TRUE,"REACTOME_FORMATION_OF_APOPTOSOME","C2","CP:REACTOME",11,"APOPTOS","Formation of apoptosome",""
TRUE,"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF","C2","CP:REACTOME",17,"SENESC; CHROMATIN","Formation of Senescence-Associated Heterochromatin Foci (SAHF)",""
TRUE,"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES","C2","CP:REACTOME",17,"CELL_CYCLE","FOXO-mediated transcription of cell cycle genes",""
TRUE,"REACTOME_G2_M_CHECKPOINTS","C2","CP:REACTOME",156,"CHECKPOINT","G2/M Checkpoints",""
TRUE,"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS","C2","CP:REACTOME",11,"RB","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",""
TRUE,"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER","C2","CP:REACTOME",84,"REPAIR","Global Genome Nucleotide Excision Repair (GG-NER)",""
TRUE,"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","C2","CP:REACTOME",16,"ERBB; RB","GRB2 events in ERBB2 signaling",""
TRUE,"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","C2","CP:REACTOME",25,"PI3K","G beta:gamma signalling through PI3Kgamma",""
TRUE,"REACTOME_HATS_ACETYLATE_HISTONES","C2","CP:REACTOME",142,"ACETYL","HATs acetylate histones",""
TRUE,"REACTOME_HDACS_DEACETYLATE_HISTONES","C2","CP:REACTOME",94,"HDAC; ACETYL","HDACs deacetylate histones",""
TRUE,"REACTOME_HDMS_DEMETHYLATE_HISTONES","C2","CP:REACTOME",50,"METHYL","HDMs demethylate histones",""
TRUE,"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","C2","CP:REACTOME",52,"HEDGEHOG","Hedgehog ligand biogenesis",""
TRUE,"REACTOME_HEDGEHOG_OFF_STATE","C2","CP:REACTOME",100,"HEDGEHOG","Hedgehog 'off' state",""
TRUE,"REACTOME_HEDGEHOG_ON_STATE","C2","CP:REACTOME",73,"HEDGEHOG","Hedgehog 'on' state",""
TRUE,"REACTOME_HOMOLOGY_DIRECTED_REPAIR","C2","CP:REACTOME",140,"REPAIR","Homology Directed Repair",""
TRUE,"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS","C2","CP:REACTOME",21,"CHECKPOINT; MITOT; SPINDLE","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",""
TRUE,"REACTOME_INTRAFLAGELLAR_TRANSPORT","C2","CP:REACTOME",54,"RAF","Intraflagellar transport",""
TRUE,"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","C2","CP:REACTOME",55,"APOPTOS","Intrinsic Pathway for Apoptosis",""
TRUE,"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY","C2","CP:REACTOME",34,"AUTOPHAG","Late endosomal microautophagy",""
TRUE,"REACTOME_MAP2K_AND_MAPK_ACTIVATION","C2","CP:REACTOME",40,"MAPK","MAP2K and MAPK activation",""
TRUE,"REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION","C2","CP:REACTOME",16,"MAPK","MAP3K8 (TPL2)-dependent MAPK1/3 activation",""
TRUE,"REACTOME_MAPK3_ERK1_ACTIVATION","C2","CP:REACTOME",10,"MAPK; ERK","MAPK3 (ERK1) activation",""
TRUE,"REACTOME_MAPK6_MAPK4_SIGNALING","C2","CP:REACTOME",80,"MAPK","MAPK6/MAPK4 signaling",""
TRUE,"REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION","C2","CP:REACTOME",10,"MITOT","MASTL Facilitates Mitotic Progression",""
TRUE,"REACTOME_MATRIGLYCAN_BIOSYNTHESIS_ON_DAG1","C2","CP:REACTOME",12,"ATR","Matriglycan biosynthesis on DAG1",""
TRUE,"REACTOME_METHYLATION","C2","CP:REACTOME",14,"METHYL","Methylation",""
TRUE,"REACTOME_MET_ACTIVATES_RAS_SIGNALING","C2","CP:REACTOME",11,"RAS","MET activates RAS signaling",""
TRUE,"REACTOME_MISMATCH_REPAIR","C2","CP:REACTOME",15,"REPAIR","Mismatch Repair",""
TRUE,"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","C2","CP:REACTOME",139,"MITOT","Mitotic G1 phase and G1/S transition",""
TRUE,"REACTOME_MITOTIC_G2_G2_M_PHASES","C2","CP:REACTOME",193,"MITOT","Mitotic G2-G2/M phases",""
TRUE,"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","C2","CP:REACTOME",223,"MITOT","Mitotic Metaphase and Anaphase",""
TRUE,"REACTOME_MITOTIC_PROMETAPHASE","C2","CP:REACTOME",204,"MITOT","Mitotic Prometaphase",""
TRUE,"REACTOME_MITOTIC_PROPHASE","C2","CP:REACTOME",142,"MITOT","Mitotic Prophase",""
TRUE,"REACTOME_MITOTIC_SPINDLE_CHECKPOINT","C2","CP:REACTOME",111,"CHECKPOINT; MITOT; SPINDLE","Mitotic Spindle Checkpoint",""
TRUE,"REACTOME_MTORC1_MEDIATED_SIGNALLING","C2","CP:REACTOME",24,"MTOR","mTORC1-mediated signalling",""
TRUE,"REACTOME_MTOR_SIGNALLING","C2","CP:REACTOME",41,"MTOR","MTOR signalling",""
TRUE,"REACTOME_NUCLEOTIDE_EXCISION_REPAIR","C2","CP:REACTOME",108,"REPAIR","Nucleotide Excision Repair",""
TRUE,"REACTOME_ONCOGENE_INDUCED_SENESCENCE","C2","CP:REACTOME",35,"SENESC","Oncogene Induced Senescence",""
TRUE,"REACTOME_ONCOGENIC_MAPK_SIGNALING","C2","CP:REACTOME",82,"MAPK","Oncogenic MAPK signaling",""
TRUE,"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","C2","CP:REACTOME",58,"CHROMATIN","Orc1 removal from chromatin",""
TRUE,"REACTOME_P38MAPK_EVENTS","C2","CP:REACTOME",13,"MAPK","p38MAPK events",""
TRUE,"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","C2","CP:REACTOME",21,"REPAIR","PCNA-Dependent Long Patch Base Excision Repair",""
TRUE,"REACTOME_PERK_REGULATES_GENE_EXPRESSION","C2","CP:REACTOME",32,"ERK","PERK regulates gene expression",""
TRUE,"REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS","C2","CP:REACTOME",11,"ACETYL","Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters",""
TRUE,"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","C2","CP:REACTOME",16,"ERBB; PI3K; RB","PI3K events in ERBB2 signaling",""
TRUE,"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","C2","CP:REACTOME",70,"METHYL","PKMTs methylate histone lysines",""
TRUE,"REACTOME_POLYMERASE_SWITCHING","C2","CP:REACTOME",14,"RAS","Polymerase switching",""
TRUE,"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE","C2","CP:REACTOME",26,"TELOMERE; RAS","Polymerase switching on the C-strand of the telomere",""
TRUE,"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE","C2","CP:REACTOME",19,"TELOMERE","Processive synthesis on the C-strand of the telomere",""
TRUE,"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","C2","CP:REACTOME",14,"ERK","Prolonged ERK activation events",""
TRUE,"REACTOME_PROTEIN_METHYLATION","C2","CP:REACTOME",17,"METHYL","Protein methylation",""
TRUE,"REACTOME_PTEN_REGULATION","C2","CP:REACTOME",126,"PTEN","PTEN Regulation",""
TRUE,"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES","C2","CP:REACTOME",14,"RAS","PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",""
TRUE,"REACTOME_RAF_ACTIVATION","C2","CP:REACTOME",34,"RAF","RAF activation",""
TRUE,"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION","C2","CP:REACTOME",23,"MAPK; RAF","RAF-independent MAPK1/3 activation",""
TRUE,"REACTOME_RAS_PROCESSING","C2","CP:REACTOME",24,"RAS","RAS processing",""
TRUE,"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","C2","CP:REACTOME",81,"MITOT","Recruitment of mitotic centrosome proteins and complexes",""
TRUE,"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES","C2","CP:REACTOME",95,"MITOT","Recruitment of NuMA to mitotic centrosomes",""
TRUE,"REACTOME_REGULATION_OF_APOPTOSIS","C2","CP:REACTOME",40,"APOPTOS","Regulation of Apoptosis",""
TRUE,"REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION","C2","CP:REACTOME",10,"ACETYL","Regulation of FOXO transcriptional activity by acetylation",""
TRUE,"REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM","C2","CP:REACTOME",12,"GLYCOLYSIS","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",""
TRUE,"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS","C2","CP:REACTOME",19,"APOPTOS","Regulation of MITF-M-dependent genes involved in apoptosis",""
TRUE,"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION","C2","CP:REACTOME",18,"CELL_CYCLE","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation",""
TRUE,"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION","C2","CP:REACTOME",61,"PTEN","Regulation of PTEN gene transcription",""
TRUE,"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY","C2","CP:REACTOME",56,"PTEN","Regulation of PTEN stability and activity",""
TRUE,"REACTOME_REGULATION_OF_RAS_BY_GAPS","C2","CP:REACTOME",55,"RAS","Regulation of RAS by GAPs",""
TRUE,"REACTOME_REGULATION_OF_TP53_ACTIVITY","C2","CP:REACTOME",161,"TP53","Regulation of TP53 Activity",""
TRUE,"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION","C2","CP:REACTOME",30,"TP53; ACETYL","Regulation of TP53 Activity through Acetylation",""
TRUE,"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS","C2","CP:REACTOME",14,"TP53","Regulation of TP53 Activity through Association with Co-factors",""
TRUE,"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION","C2","CP:REACTOME",19,"TP53; METHYL","Regulation of TP53 Activity through Methylation",""
TRUE,"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","C2","CP:REACTOME",93,"TP53","Regulation of TP53 Activity through Phosphorylation",""
TRUE,"REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION","C2","CP:REACTOME",37,"TP53","Regulation of TP53 Expression and Degradation",""
TRUE,"REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS","C2","CP:REACTOME",10,"RB","Removal of aminoterminal propeptides from gamma-carboxylated proteins",""
TRUE,"REACTOME_REPRESSION_OF_WNT_TARGET_GENES","C2","CP:REACTOME",14,"WNT","Repression of WNT target genes",""
TRUE,"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES","C2","CP:REACTOME",78,"METHYL","RMTs methylate histone arginines",""
TRUE,"REACTOME_RORA_B_C_AND_NR1D1_REV_ERBA_REGULATE_GENE_EXPRESSION","C2","CP:REACTOME",25,"RB","RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",""
TRUE,"REACTOME_SELECTIVE_AUTOPHAGY","C2","CP:REACTOME",90,"AUTOPHAG","Selective autophagy",""
TRUE,"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP","C2","CP:REACTOME",111,"SENESC","Senescence-Associated Secretory Phenotype (SASP)",""
TRUE,"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","C2","CP:REACTOME",14,"EGFR","SHC1 events in EGFR signaling",""
TRUE,"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING","C2","CP:REACTOME",22,"ERBB; RB","SHC1 events in ERBB2 signaling",""
TRUE,"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS","C2","CP:REACTOME",65,"RAF","Signaling by BRAF and RAF1 fusions",""
TRUE,"REACTOME_SIGNALING_BY_EGFR","C2","CP:REACTOME",53,"EGFR","Signaling by EGFR",""
TRUE,"REACTOME_SIGNALING_BY_ERBB2","C2","CP:REACTOME",50,"ERBB; RB","Signaling by ERBB2",""
TRUE,"REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS","C2","CP:REACTOME",16,"ERBB; RB","Signaling by ERBB2 ECD mutants",""
TRUE,"REACTOME_SIGNALING_BY_FGFR","C2","CP:REACTOME",89,"FGFR","Signaling by FGFR",""
TRUE,"REACTOME_SIGNALING_BY_HEDGEHOG","C2","CP:REACTOME",137,"HEDGEHOG","Signaling by Hedgehog",""
TRUE,"REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS","C2","CP:REACTOME",45,"RAF","Signaling by moderate kinase activity BRAF mutants",""
TRUE,"REACTOME_SIGNALING_BY_PDGF","C2","CP:REACTOME",58,"PDGF","Signaling by PDGF",""
TRUE,"REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS","C2","CP:REACTOME",12,"PDGF; PDGFR","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",""
TRUE,"REACTOME_SIGNALLING_TO_ERKS","C2","CP:REACTOME",34,"ERK","Signalling to ERKs",""
TRUE,"REACTOME_SIGNALLING_TO_RAS","C2","CP:REACTOME",20,"RAS","Signalling to RAS",""
TRUE,"REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","C2","CP:REACTOME",11,"REPLICATION","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs",""
TRUE,"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT","C2","CP:REACTOME",222,"WNT","TCF dependent signaling in response to WNT",""
TRUE,"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","C2","CP:REACTOME",34,"TELOMERE","Telomere C-strand (Lagging Strand) Synthesis",""
TRUE,"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION","C2","CP:REACTOME",13,"TELOMERE","Telomere C-strand synthesis initiation",""
TRUE,"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE","C2","CP:REACTOME",23,"TELOMERE; RAS","Telomere Extension By Telomerase",""
TRUE,"REACTOME_TELOMERE_MAINTENANCE","C2","CP:REACTOME",112,"TELOMERE","Telomere Maintenance",""
TRUE,"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","C2","CP:REACTOME",66,"CHECKPOINT","The role of GTSE1 in G2/M progression after G2 checkpoint",""
TRUE,"REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX","C2","CP:REACTOME",11,"RAF","TICAM1,TRAF6-dependent induction of TAK1 complex",""
TRUE,"REACTOME_TP53_REGULATES_METABOLIC_GENES","C2","CP:REACTOME",84,"TP53","TP53 Regulates Metabolic Genes",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN","C2","CP:REACTOME",21,"CELL_CYCLE; TP53","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES","C2","CP:REACTOME",12,"TP53","TP53 Regulates Transcription of Caspase Activators and Caspases",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","C2","CP:REACTOME",49,"CELL_CYCLE; TP53","TP53 Regulates Transcription of Cell Cycle Genes",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES","C2","CP:REACTOME",44,"TP53","TP53 Regulates Transcription of Cell Death Genes",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS","C2","CP:REACTOME",12,"TP53","TP53 Regulates Transcription of Death Receptors and Ligands",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE","C2","CP:REACTOME",20,"TP53","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","C2","CP:REACTOME",14,"CELL_CYCLE; TP53","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST","C2","CP:REACTOME",18,"CELL_CYCLE; TP53","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",""
TRUE,"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN","C2","CP:REACTOME",14,"APOPTOS; TP53","TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",""
TRUE,"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY","C2","CP:REACTOME",15,"RAF","TRAF3-dependent IRF activation pathway",""
TRUE,"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX","C2","CP:REACTOME",16,"RAF","TRAF6-mediated induction of TAK1 complex within TLR4 complex",""
TRUE,"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","C2","CP:REACTOME",30,"RAF","TRAF6 mediated IRF7 activation",""
TRUE,"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING","C2","CP:REACTOME",13,"RAF","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",""
TRUE,"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION","C2","CP:REACTOME",25,"RAF","TRAF6 mediated NF-kB activation",""
TRUE,"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER","C2","CP:REACTOME",76,"REPAIR","Transcription-Coupled Nucleotide Excision Repair (TC-NER)",""
TRUE,"REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX","C2","CP:REACTOME",14,"REPLICATION","Translation of Replicase and Assembly of the Replication Transcription Complex",""
TRUE,"REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION","C2","CP:REACTOME",11,"MITOCHON","tRNA modification in the mitochondrion",""
TRUE,"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION","C2","CP:REACTOME",19,"EGFR","VEGFR2 mediated cell proliferation",""
TRUE,"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY","C2","CP:REACTOME",27,"EGFR","VEGFR2 mediated vascular permeability",""
TRUE,"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2","C2","CP:REACTOME",13,"WNT","WNT5A-dependent internalization of FZD2, FZD5 and ROR2",""
TRUE,"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4","C2","CP:REACTOME",15,"WNT","WNT5A-dependent internalization of FZD4",""
TRUE,"WP_8Q1123_RB1CC1_COPY_NUMBER_VARIATION","C2","CP:WIKIPATHWAYS",16,"RB","8q11.23 (RB1CC1) copy number variation",""
TRUE,"WP_AEROBIC_GLYCOLYSIS_AUGMENTED","C2","CP:WIKIPATHWAYS",13,"GLYCOLYSIS","Aerobic glycolysis - augmented",""
TRUE,"WP_AKT_SIGNALING_AND_ARTD_FAMILY_MEMBERS","C2","CP:WIKIPATHWAYS",34,"AKT","AKT signaling and ARTD family members",""
TRUE,"WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586","C2","CP:WIKIPATHWAYS",46,"RB","Aryl hydrocarbon receptor pathway",""
TRUE,"WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873","C2","CP:WIKIPATHWAYS",45,"RB","Aryl hydrocarbon receptor pathway",""
TRUE,"WP_G1_TO_S_CELL_CYCLE_CONTROL","C2","CP:WIKIPATHWAYS",64,"CELL_CYCLE","G1 to S cell cycle control",""
TRUE,"WP_GLYCOLYSIS_AND_GLUCONEOGENESIS","C2","CP:WIKIPATHWAYS",45,"GLYCOLYSIS","Glycolysis and gluconeogenesis",""
TRUE,"WP_GLYCOLYSIS_IN_SENESCENCE","C2","CP:WIKIPATHWAYS",11,"SENESC; GLYCOLYSIS","Glycolysis in senescence",""
TRUE,"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM","C2","CP:WIKIPATHWAYS",113,"HDAC","HDAC6 interactions in the central nervous system",""
TRUE,"WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING","C2","CP:WIKIPATHWAYS",37,"WNT","Influence of laminopathies on Wnt signaling",""
TRUE,"WP_OMEGA3FATTY_ACIDS_IN_SENESCENCE","C2","CP:WIKIPATHWAYS",32,"SENESC","Omega-3-fatty acids in senescence",""
TRUE,"WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE","C2","CP:WIKIPATHWAYS",57,"SENESC","Omega-6-fatty acids in senescence",""
TRUE,"WP_P38_MAPK_SIGNALING","C2","CP:WIKIPATHWAYS",35,"MAPK","p38 MAPK signaling",""
TRUE,"WP_PDGF_PATHWAY","C2","CP:WIKIPATHWAYS",40,"PDGF","PDGF pathway",""
TRUE,"WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION","C2","CP:WIKIPATHWAYS",55,"RAS","Phosphodiesterases in neuronal function",""
TRUE,"WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE","C2","CP:WIKIPATHWAYS",34,"SENESC","Prostaglandin and leukotriene metabolism in senescence",""
TRUE,"WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR","C2","CP:WIKIPATHWAYS",25,"EGFR","Relationship between inflammation, COX-2 and EGFR",""
TRUE,"WP_RIOK1_AND_RIOK2_IN_EGFR_AND_PI3KMEDIATED_TUMORIGENESIS","C2","CP:WIKIPATHWAYS",15,"EGFR; PI3K","RIOK1 and RIOK2 in EGFR- and PI3K-mediated tumorigenesis",""
TRUE,"WP_RNAPOLYMERASE_II_TRANSCRIPTION_THE_PREINITIATION_COMPLEX","C2","CP:WIKIPATHWAYS",69,"RAS","RNA-polymerase II transcription: the preinitiation complex",""
TRUE,"WP_SENESCENCEASSOCIATED_SECRETORY_PHENOTYPE_SASP","C2","CP:WIKIPATHWAYS",112,"SENESC","Senescence-associated secretory phenotype (SASP)",""
TRUE,"WP_TCA_CYCLE_IN_SENESCENCE","C2","CP:WIKIPATHWAYS",10,"SENESC","TCA cycle in senescence",""
TRUE,"WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING","C2","CP:WIKIPATHWAYS",42,"APOPTOS","TNF-related weak inducer of apoptosis (TWEAK) signaling",""
TRUE,"WP_TRANSCRIPTION_ACTIVATION_RNAPOLYMERASE_I_AND_KAT2AB_AND_INHIBITION_NURD_COMPLEX","C2","CP:WIKIPATHWAYS",80,"RAS","Transcription activation (RNA-polymerase I and KAT2A/B) and inhibition (NuRD complex)",""
TRUE,"WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS","C2","CP:WIKIPATHWAYS",69,"RB","Trans-sulfuration, one-carbon metabolism and related pathways",""
TRUE,"WP_UNFOLDED_PROTEIN_RESPONSE","C2","CP:WIKIPATHWAYS",24,"UNFOLDED","Unfolded protein response",""
TRUE,"WP_WNTBETACATENIN_SIGNALING_AND_ARTD_FAMILY_MEMBERS","C2","CP:WIKIPATHWAYS",15,"WNT","Wnt/Beta-catenin signaling and ARTD family members",""
TRUE,"HALLMARK_APOPTOSIS","H","",161,"APOPTOS","Genes mediating programmed cell death (apoptosis) by activation of caspases.",""
TRUE,"HALLMARK_G2M_CHECKPOINT","H","",200,"CHECKPOINT","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle.",""
TRUE,"HALLMARK_GLYCOLYSIS","H","",200,"GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.",""
